content,score
不虚此行，普陀山漂亮，吃住也不错，特别提一下赵导和余导，服务贴心周到，赵导风趣幽默，下次有缘再见。,0
不虚此行，期待已久的????，终于潇洒的滑下来了，梅梅导游也是风趣幽默，行程不会孤单，下次还会再过来哒,0
不虚此行，风景很美，导游老三服务热情讲解详细,0
不要宅，多出门看不同的风景！哈哈哈，这次出游收获的是醉美的风景，更开心的的是遇到的张导这样的好导游！中国最神秘的神农架，没有让我失望，天公作美，风景太美啦！平时都是自己自驾玩儿，这次来武汉出差，恰好2天时间，跟同事在携程上报了团，携程的合作社长江观光很负责，刚下单就有工作人员跟我确认信息。出发那天，工作人员吧车票都跟我们取好了，不用自己排队，到宜昌之后导游就在出站口接我们，小张，一个不错的妹纸，热情大方有礼貌，做事也是有条不紊，一个多小时的车程，从宜昌东接到我们就直达码头登船，途中可以看到三峡大坝的五级船闸，只是时间不够，不然我也会去三峡大坝看看的。游船是观光型的，不是特别大，但是服务设施齐全，只不过游船的消费就要自己再花钱啦，我们那天天气很好，在甲板上拍了很多照片，吹上西陵峡的江风，啥烦劳都没有啦！另外，建议大家出门带上后外套，这里虽然阳光明媚但是还是很冷的，海拔2000+，晕车的朋友带上晕车药。中午的团餐可以跟着一起吃，晚餐可以自己在镇子上逛逛。就是酱啦~~~纯手打，真累1!,0
不错呀我觉得很棒超级棒喜欢大爱✌,0
不错地理环境好吃的好睡得好不错地理环境好吃的好睡得好不错地理环境好吃的好睡得好不错地理环境好吃的好睡得好不错地理环境好吃的好睡得好不错地理环境好吃的好睡得好,0
不错的一次出行，吃的好，住的好，玩的也开心！遗憾的是天门山的天气太差了，什么也没看到，希望下次能有个好天气再过来！,0
不错的一次旅行，阳光充足，导游非常优秀，行程安排合理，圆满的一次静心之旅????????????。住宿有点小，补房差性价比不高。,0
不错的旅程，导游不错,0
不错的旅行，将三导游人不错，值得推荐，希望公司多给将三发点奖金，好导游必须要有好待遇。,0
不错的旅途，导游王导人很不错，,0
不错的行程，精品团，住宿不错，行程安排不算太紧张，孙导很耐心，讲解也很生动。美中不足就是赶上国庆假期，人太多了。,0
不错行程规划的很好，很充实,0
不错，2位导游不错，很专业，很忍心！点赞！下次还会再来！,0
